0.0 0.00355 0.00355 2.1958393109005548e+37
0.0 -0.00047 -0.00047 2.6339862178313046e+35
0.0 0.0036 0.0036 1.6884919415626196e+35
0.0 -0.00052 -0.00052 1.8830622251924936e+33
0.0 0.00366 0.00366 9.418330268799577e+32
0.0 -0.00058 -0.00058 9.918407222569381e+30
0.0 0.00372 0.00372 3.9845808728656825e+30
0.0 -0.00063 -0.00063 4.005604086534529e+28
0.0 0.00377 0.00377 1.3223747412639646e+28
0.0 -0.00069 -0.00069 1.2790406342075886e+26
0.0 0.00383 0.00383 3.5345757823806798e+25
0.0 -0.00075 -0.00075 3.308878711543328e+23
0.0 0.00389 0.00389 7.772027709576916e+22
0.0 -0.00082 -0.00082 7.07402234615145e+20
0.0 0.00396 0.00396 1.4305616347988222e+20
0.0 -0.00088 -0.00088 1.2705046365886295e+18
0.0 0.00402 0.00402 2.236538726134862e+17
0.0 -0.00094 -0.00094 1943656861014547.8
3.0488834461171384e+29 9.369376060091387e+43 9.369376060091357e+43 307305156975534.5
8.841761993739701e+30 -3.287688592892259e+43 -3.2876885928931434e+43 3718363596781.8975
2.6525285981219103e+32 9.359371055675037e+43 9.359371055648512e+43 352847130932.92554
8.222838654177922e+33 1.375357911614664e+43 1.3753579107923802e+43 1672607196.41334
2.631308369336935e+35 4.0161039457668825e+43 4.016103919453799e+43 152627642.06028
8.683317618811886e+36 -4.2301437762518164e+42 -4.230152459569435e+42 487158.55451
2.9523279903960412e+38 1.9764137727274048e+44 1.9764108203994145e+44 669441.48036
1.0333147966386144e+40 -1.998408805826742e+44 -1.9985121373064058e+44 19340.78699
3.719933267899012e+41 4.228176742828519e+44 4.22445680956062e+44 1135.62704
1.3763753091226343e+43 -2.0079457591562842e+44 -2.1455832900685477e+44 15.58865
